TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
88.38,1,Virginia Beach,0,30.0,1,138.0,1.0,3707.82,2024-11-04 08:08:14
390.09,1,El Paso,2,26.0,1,49.0,1.0,2617.23,2024-11-04 08:10:14
48.29,1,San Diego,2,37.0,1,242.0,1.0,8883.4,2024-11-04 08:07:56
333.83,1,Fresno,0,63.0,2,135.0,1.0,1660.66,2024-11-04 08:11:07
1074.29,1,Portland,1,67.0,2,79.0,1.0,2011.6,2024-11-04 08:11:13
100.27,1,Miami,2,79.0,2,51.0,1.0,4309.9,2024-11-04 08:10:38
44.54,1,San Antonio,0,31.0,1,164.0,1.0,362.4,2024-11-04 08:07:59
82.17,1,Fort Worth,1,28.0,3,21.0,1.0,1913.06,2024-11-04 08:09:37
1045.45,1,Baltimore,2,19.0,3,150.0,1.0,563.46,2024-11-04 08:11:59
447.42,1,Charlotte,2,32.0,1,65.0,1.0,6133.22,2024-11-04 08:08:15
590.26,0,Austin,1,25.0,3,48.0,1.0,1068.28,2024-11-04 08:08:42
192.73,1,Milwaukee,1,71.0,2,157.0,1.0,2037.75,2024-11-04 08:11:39
136.05,1,Atlanta,2,24.0,3,63.0,3.0,1127.54,2024-11-04 08:12:00
11.57,0,New York,1,56.0,2,64.0,1.0,2061.61,2024-11-04 08:10:56
7.82,1,Boston,0,36.0,1,273.0,1.0,2240.49,2024-11-04 08:09:35
79.43,1,Dallas,0,74.0,2,72.0,1.0,6579.37,2024-11-04 08:07:37
386.97,1,Raleigh,1,58.0,2,137.0,1.0,1876.35,2024-11-04 08:06:24
51.22,1,Fresno,1,23.0,3,82.0,1.0,1664.59,2024-11-04 08:10:07
256.05,1,Nashville,0,54.0,2,35.0,1.0,6910.18,2024-11-04 08:11:46
7.79,1,Los Angeles,1,34.0,0,298.0,1.0,1319.85,2024-11-04 08:09:15
233.71,1,Louisville,1,63.0,0,11.0,1.0,6095.5,2024-11-04 08:08:48
176.37,1,Boston,1,55.0,2,126.0,1.0,2420.86,2024-11-04 08:07:09
86.41,1,Fresno,0,75.0,2,125.0,1.0,3128.71,2024-11-04 08:11:25
21.57,1,San Francisco,0,54.0,2,71.0,1.0,7587.48,2024-11-04 08:09:29
82.67,1,Milwaukee,1,26.0,3,46.0,1.0,290.59,2024-11-04 08:07:11
543.47,1,Los Angeles,0,18.0,3,122.0,1.0,6165.03,2024-11-04 08:11:42
346.76,0,San Jose,1,21.0,3,116.0,1.0,1637.75,2024-11-04 08:09:55
47.48,1,El Paso,1,24.0,3,66.0,1.0,585.52,2024-11-04 08:08:50
64.92,1,Atlanta,1,58.0,1,236.0,1.0,5481.76,2024-11-04 08:11:10
350.72,0,Fresno,0,28.0,3,48.0,1.0,1982.9,2024-11-04 08:07:16
3.8,1,Charlotte,2,65.0,0,174.0,1.0,5766.96,2024-11-04 08:12:18
22.54,1,El Paso,2,26.0,1,42.0,1.0,7139.11,2024-11-04 08:10:34
167.47,1,Sacramento,0,35.0,1,103.0,1.0,2293.13,2024-11-04 08:12:04
43.65,0,Charlotte,1,30.0,1,212.0,1.0,2870.67,2024-11-04 08:11:55
390.77,1,Portland,2,44.0,0,34.0,1.0,5500.56,2024-11-04 08:09:06
508.16,1,Mesa,0,39.0,1,131.0,1.0,5609.44,2024-11-04 08:09:54
332.33,1,Kansas City,0,27.0,3,101.0,1.0,192.63,2024-11-04 08:11:27
362.09,1,New York,1,32.0,1,31.0,1.0,6590.28,2024-11-04 08:07:38
42.58,1,San Jose,2,30.0,0,80.0,1.0,13485.0,2024-11-04 08:10:23
248.66,1,Chicago,2,28.0,1,113.0,1.0,2571.39,2024-11-04 08:11:30
461.25,0,Sacramento,2,54.0,0,171.0,1.0,676.1,2024-11-04 08:09:11
61.77,1,Charlotte,1,56.0,0,49.0,1.0,12352.2,2024-11-04 08:11:35
268.92,1,Chicago,1,29.0,1,148.0,1.0,8765.38,2024-11-04 08:06:36
219.02,0,San Diego,2,54.0,1,68.0,1.0,7375.73,2024-11-04 08:09:13
125.14,1,Baltimore,1,20.0,3,31.0,1.0,1845.18,2024-11-04 08:10:42
47.6,1,Austin,2,53.0,1,115.0,1.0,1382.51,2024-11-04 08:08:20
592.82,1,Memphis,2,74.0,2,248.0,1.0,7508.98,2024-11-04 08:12:14
372.5,1,Nashville,0,22.0,3,211.0,1.0,3901.82,2024-11-04 08:10:26
4.72,1,Fort Worth,1,32.0,1,20.0,1.0,4792.01,2024-11-04 08:09:28
144.93,1,Fresno,1,42.0,1,74.0,1.0,6887.52,2024-11-04 08:09:18
316.56,1,Denver,2,28.0,1,261.0,1.0,8643.51,2024-11-04 08:09:57
421.25,1,Fort Worth,2,25.0,3,66.0,1.0,7174.69,2024-11-04 08:07:46
185.71,1,Virginia Beach,1,48.0,1,194.0,1.0,2679.91,2024-11-04 08:09:41
1432.02,1,Louisville,1,60.0,2,138.0,1.0,4315.07,2024-11-04 08:09:36
26.27,0,Portland,2,45.0,1,177.0,1.0,8853.93,2024-11-04 08:10:21
297.03,1,Austin,2,61.0,2,151.0,1.0,1088.62,2024-11-04 08:10:10
341.67,1,Omaha,1,53.0,2,96.0,5.0,1442.29,2024-11-04 08:09:03
99.52,1,San Diego,0,52.0,1,127.0,1.0,3798.09,2024-11-04 08:11:40
139.69,1,Indianapolis,2,52.0,1,180.0,1.0,9567.94,2024-11-04 08:07:56
112.72,1,Washington,1,31.0,0,17.0,1.0,9630.0,2024-11-04 08:12:19
568.88,1,Nashville,1,19.0,3,105.0,1.0,1307.86,2024-11-04 08:08:34
189.03,1,Oklahoma City,0,28.0,3,50.0,1.0,1916.46,2024-11-04 08:09:07
189.08,1,Miami,1,68.0,0,238.0,1.0,10790.8,2024-11-04 08:08:48
958.9,1,Memphis,1,31.0,1,135.0,1.0,9977.49,2024-11-04 08:06:56
283.15,1,Baltimore,2,24.0,3,180.0,1.0,603.79,2024-11-04 08:11:16
151.82,1,Chicago,0,51.0,2,105.0,1.0,2197.12,2024-11-04 08:11:54
438.59,1,San Jose,2,37.0,1,103.0,1.0,8994.39,2024-11-04 08:09:32
501.15,1,Phoenix,1,47.0,1,208.0,1.0,8821.84,2024-11-04 08:11:33
917.81,1,Kansas City,0,64.0,2,75.0,2.0,3173.17,2024-11-04 08:09:46
8.95,1,Oklahoma City,2,76.0,2,102.0,1.0,3299.84,2024-11-04 08:09:45
173.6,1,Austin,2,21.0,3,160.0,1.0,421.44,2024-11-04 08:09:35
149.4,1,Chicago,0,53.0,2,123.0,1.0,1035.22,2024-11-04 08:10:16
388.21,0,Columbus,1,53.0,0,237.0,1.0,9724.49,2024-11-04 08:08:17
484.3,0,Boston,2,61.0,2,230.0,3.0,7910.3,2024-11-04 08:11:08
126.04,0,Charlotte,1,65.0,2,167.0,1.0,6041.69,2024-11-04 08:08:06
52.04,0,Colorado Springs,1,50.0,0,31.0,1.0,8436.12,2024-11-04 08:07:38
389.7,0,Austin,1,62.0,0,216.0,1.0,7125.15,2024-11-04 08:10:42
309.77,0,San Antonio,2,67.0,2,137.0,1.0,4378.14,2024-11-04 08:06:24
202.55,1,Dallas,0,21.0,3,34.0,2.0,701.73,2024-11-04 08:09:12
724.18,1,Fort Worth,1,41.0,0,134.0,1.0,10922.78,2024-11-04 08:08:21
124.98,1,Washington,0,24.0,3,78.0,1.0,642.0,2024-11-04 08:08:27
487.32,1,Kansas City,1,52.0,0,164.0,1.0,7707.96,2024-11-04 08:09:23
635.91,0,Jacksonville,1,46.0,0,78.0,1.0,13267.09,2024-11-04 08:10:43
205.65,1,Houston,1,62.0,2,144.0,1.0,3582.16,2024-11-04 08:09:27
39.41,1,Louisville,1,25.0,3,132.0,1.0,921.91,2024-11-04 08:11:02
254.0,1,Nashville,1,35.0,0,63.0,1.0,5788.53,2024-11-04 08:08:07
436.8,1,Houston,1,36.0,1,213.0,1.0,4515.43,2024-11-04 08:06:59
224.73,1,Miami,1,76.0,2,63.0,1.0,7551.89,2024-11-04 08:08:39
752.69,0,Dallas,0,65.0,0,115.0,1.0,14489.69,2024-11-04 08:09:14
78.5,0,San Jose,1,31.0,0,41.0,1.0,13991.5,2024-11-04 08:11:54
50.0,0,Jacksonville,0,53.0,0,87.0,1.0,185.87,2024-11-04 08:11:22
132.42,1,Denver,0,18.0,3,164.0,1.0,726.39,2024-11-04 08:11:58
83.16,1,Los Angeles,0,61.0,2,177.0,1.0,3065.87,2024-11-04 08:08:46
149.02,0,Fort Worth,1,46.0,1,176.0,1.0,9379.72,2024-11-04 08:06:40
74.27,0,Memphis,2,59.0,0,148.0,1.0,13696.61,2024-11-04 08:11:20
876.57,0,Portland,0,62.0,2,118.0,1.0,3743.63,2024-11-04 08:06:54
615.58,1,Jacksonville,0,42.0,0,133.0,1.0,14343.0,2024-11-04 08:10:55
643.03,0,Jacksonville,2,36.0,1,52.0,1.0,2882.16,2024-11-04 08:08:22
7.95,1,Phoenix,0,79.0,2,65.0,1.0,5631.2,2024-11-04 08:10:06
270.92,0,Louisville,1,77.0,2,143.0,1.0,4574.43,2024-11-04 08:06:51
499.48,1,Charlotte,0,24.0,3,133.0,1.0,1242.62,2024-11-04 08:08:44
841.5,0,Atlanta,1,25.0,3,287.0,1.0,352.31,2024-11-04 08:09:07
138.82,1,Fort Worth,2,77.0,2,53.0,1.0,3100.22,2024-11-04 08:11:48
231.46,0,Miami,1,60.0,1,83.0,1.0,4707.24,2024-11-04 08:08:31
292.08,1,Columbus,0,72.0,2,32.0,1.0,7950.48,2024-11-04 08:09:34
63.98,1,Baltimore,2,54.0,0,258.0,1.0,7954.12,2024-11-04 08:06:53
235.21,1,Boston,1,67.0,0,74.0,1.0,5946.61,2024-11-04 08:10:59
201.73,1,Baltimore,2,57.0,1,78.0,1.0,6650.71,2024-11-04 08:12:07
161.31,1,Nashville,0,28.0,3,13.0,1.0,1268.67,2024-11-04 08:08:54
18.41,1,Atlanta,1,53.0,0,168.0,1.0,8287.54,2024-11-04 08:11:30
471.75,0,San Jose,1,34.0,0,41.0,1.0,12948.5,2024-11-04 08:10:54
290.02,1,Milwaukee,1,55.0,1,246.0,1.0,4746.71,2024-11-04 08:07:56
48.05,1,New York,1,27.0,1,38.0,1.0,5334.97,2024-11-04 08:09:07
359.42,1,Baltimore,1,55.0,0,30.0,1.0,1765.45,2024-11-04 08:06:42
32.91,1,Fort Worth,2,19.0,3,255.0,1.0,427.3,2024-11-04 08:06:44
31.81,1,Fort Worth,2,51.0,2,149.0,1.0,1406.6,2024-11-04 08:06:48
220.2,1,Boston,2,28.0,3,102.0,1.0,1075.15,2024-11-04 08:11:18
476.03,0,Houston,1,77.0,2,99.0,1.0,5958.34,2024-11-04 08:09:08
141.91,1,Miami,1,23.0,3,49.0,1.0,791.97,2024-11-04 08:09:42
95.83,1,Washington,2,27.0,3,91.0,1.0,1726.4,2024-11-04 08:08:23
51.15,0,Los Angeles,1,46.0,1,199.0,1.0,8992.25,2024-11-04 08:10:54
50.75,1,Boston,0,62.0,0,185.0,1.0,8271.47,2024-11-04 08:07:41
185.07,1,Colorado Springs,1,22.0,3,159.0,1.0,636.42,2024-11-04 08:07:39
293.54,1,Sacramento,2,40.0,1,45.0,1.0,2290.1,2024-11-04 08:08:24
285.26,1,Atlanta,0,28.0,3,93.0,1.0,167.72,2024-11-04 08:11:15
743.03,1,New York,0,50.0,1,174.0,1.0,4111.38,2024-11-04 08:09:19
297.86,0,Milwaukee,0,28.0,3,96.0,1.0,1680.14,2024-11-04 08:11:40
231.92,1,Indianapolis,0,66.0,0,12.0,1.0,5715.08,2024-11-04 08:11:27
295.82,0,Chicago,1,47.0,1,46.0,1.0,5897.73,2024-11-04 08:07:47
81.08,1,Omaha,0,58.0,1,56.0,1.0,7788.91,2024-11-04 08:07:17
775.6,0,Mesa,1,79.0,2,158.0,1.0,3898.64,2024-11-04 08:08:12
211.91,1,Indianapolis,2,20.0,3,181.0,1.0,927.47,2024-11-04 08:08:46
17.21,1,Omaha,2,23.0,3,219.0,1.0,914.16,2024-11-04 08:06:59
38.37,1,San Antonio,0,63.0,0,135.0,1.0,8647.04,2024-11-04 08:10:04
269.79,1,San Jose,0,52.0,1,17.0,1.0,1292.1,2024-11-04 08:07:59
605.42,1,Mesa,0,21.0,3,33.0,1.0,392.34,2024-11-04 08:09:40
29.19,0,Nashville,1,58.0,0,41.0,1.0,12059.85,2024-11-04 08:11:34
701.7,0,Seattle,2,61.0,2,64.0,1.0,6643.24,2024-11-04 08:09:49
862.34,1,Kansas City,1,57.0,0,72.0,1.0,9903.48,2024-11-04 08:12:05
36.97,1,Virginia Beach,1,41.0,1,79.0,1.0,2850.92,2024-11-04 08:07:48
137.59,1,Nashville,0,30.0,0,95.0,1.0,10679.67,2024-11-04 08:11:30
168.11,0,New York,2,51.0,0,12.0,1.0,10652.13,2024-11-04 08:06:59
430.98,1,Baltimore,1,24.0,3,93.0,1.0,569.25,2024-11-04 08:11:00
13.87,1,Phoenix,1,24.0,3,20.0,1.0,954.83,2024-11-04 08:07:47
175.07,1,Las Vegas,2,28.0,1,169.0,2.0,9274.64,2024-11-04 08:12:07
302.82,1,Jacksonville,0,36.0,1,175.0,1.0,9384.54,2024-11-04 08:07:31
406.81,1,New York,2,66.0,2,84.0,1.0,1968.36,2024-11-04 08:08:46
256.3,1,New York,2,53.0,2,172.0,1.0,4203.05,2024-11-04 08:06:23
80.96,0,Jacksonville,2,19.0,3,97.0,1.0,959.94,2024-11-04 08:06:25
95.78,1,Atlanta,2,22.0,3,27.0,1.0,271.64,2024-11-04 08:09:16
379.54,0,Indianapolis,1,41.0,0,118.0,1.0,12571.76,2024-11-04 08:06:23
903.19,1,El Paso,2,22.0,3,65.0,1.0,8627.08,2024-11-04 08:06:37
142.19,1,Houston,1,18.0,3,27.0,4.0,524.46,2024-11-04 08:09:44
847.45,1,Jacksonville,1,28.0,3,175.0,1.0,422.32,2024-11-04 08:09:30
295.18,0,Dallas,1,66.0,0,31.0,1.0,12961.53,2024-11-04 08:07:53
18.46,1,Charlotte,1,68.0,2,213.0,1.0,6381.6,2024-11-04 08:10:17
603.23,1,Detroit,1,28.0,3,48.0,1.0,117.98,2024-11-04 08:08:18
54.5,0,Philadelphia,1,57.0,2,147.0,1.0,1715.22,2024-11-04 08:08:27
414.77,1,San Francisco,2,29.0,0,274.0,1.0,5599.81,2024-11-04 08:08:05
886.19,1,Colorado Springs,1,61.0,2,69.0,1.0,7904.24,2024-11-04 08:08:29
440.03,1,San Jose,2,49.0,1,88.0,1.0,1490.44,2024-11-04 08:10:19
76.39,1,Denver,1,18.0,3,219.0,1.0,5976.0,2024-11-04 08:10:09
595.91,0,San Antonio,0,19.0,3,162.0,1.0,1673.76,2024-11-04 08:10:21
6.03,1,Chicago,1,76.0,2,70.0,1.0,3290.72,2024-11-04 08:09:27
249.34,1,Charlotte,0,26.0,1,197.0,1.0,3030.97,2024-11-04 08:07:57
421.52,1,San Jose,1,20.0,3,67.0,1.0,369.86,2024-11-04 08:10:21
189.77,1,Raleigh,1,58.0,1,24.0,1.0,6570.36,2024-11-04 08:11:28
73.19,1,Atlanta,1,76.0,2,213.0,1.0,2264.98,2024-11-04 08:10:26
188.13,0,Jacksonville,2,75.0,2,198.0,1.0,5029.87,2024-11-04 08:10:08
30.52,1,Jacksonville,1,62.0,0,122.0,1.0,12327.74,2024-11-04 08:07:18
1235.69,0,San Jose,1,20.0,3,118.0,1.0,420.25,2024-11-04 08:09:22
1159.39,1,Oklahoma City,2,41.0,0,150.0,1.0,6499.53,2024-11-04 08:06:27
170.24,1,San Francisco,1,62.0,2,133.0,1.0,5172.99,2024-11-04 08:08:04
56.62,1,Austin,1,54.0,0,121.0,1.0,8981.1,2024-11-04 08:08:45
53.14,1,Las Vegas,0,34.0,0,70.0,1.0,7915.0,2024-11-04 08:07:15
587.23,1,Omaha,2,27.0,3,144.0,1.0,500.84,2024-11-04 08:09:21
21.27,0,Indianapolis,2,62.0,2,114.0,1.0,7392.79,2024-11-04 08:09:54
1397.59,0,Austin,0,26.0,3,144.0,1.0,1134.79,2024-11-04 08:06:38
76.02,0,Albuquerque,2,34.0,0,189.0,1.0,14765.41,2024-11-04 08:11:51
135.15,1,Colorado Springs,2,72.0,2,50.0,1.0,5878.14,2024-11-04 08:10:37
39.48,1,Omaha,0,56.0,2,38.0,1.0,5889.51,2024-11-04 08:11:50
451.68,1,Houston,2,33.0,1,15.0,1.0,4381.54,2024-11-04 08:09:51
355.0,0,Fort Worth,2,26.0,3,33.0,1.0,185.47,2024-11-04 08:10:34
427.69,1,Raleigh,0,43.0,1,236.0,1.0,2443.54,2024-11-04 08:11:53
254.86,1,Boston,1,23.0,3,102.0,1.0,699.9,2024-11-04 08:11:39
190.17,1,Baltimore,0,49.0,0,265.0,1.0,12893.85,2024-11-04 08:08:48
206.63,0,Oklahoma City,2,59.0,2,128.0,1.0,7626.53,2024-11-04 08:10:42
93.22,1,Charlotte,2,52.0,2,52.0,1.0,1014.63,2024-11-04 08:09:41
641.06,1,Colorado Springs,0,23.0,3,25.0,1.0,1602.13,2024-11-04 08:07:21
314.55,0,Dallas,1,27.0,3,19.0,2.0,1105.89,2024-11-04 08:07:16
836.45,1,Virginia Beach,2,61.0,2,63.0,1.0,1731.89,2024-11-04 08:12:12
1095.09,1,San Francisco,0,29.0,1,52.0,1.0,8692.47,2024-11-04 08:11:57
189.45,0,Boston,1,53.0,0,62.0,1.0,12578.75,2024-11-04 08:09:31
91.84,0,Mesa,1,67.0,2,80.0,1.0,1712.41,2024-11-04 08:08:32
609.52,1,Washington,0,78.0,2,169.0,1.0,3485.03,2024-11-04 08:08:19
859.3,0,Colorado Springs,1,78.0,2,68.0,1.0,1146.78,2024-11-04 08:06:56
100.01,1,Philadelphia,0,50.0,0,63.0,1.0,6393.12,2024-11-04 08:09:27
28.78,0,Tucson,2,40.0,0,51.0,1.0,680.55,2024-11-04 08:11:39
111.08,1,Chicago,2,70.0,0,83.0,1.0,7037.34,2024-11-04 08:10:59
470.96,0,Indianapolis,2,69.0,0,124.0,2.0,12991.03,2024-11-04 08:11:10
52.23,0,San Francisco,1,28.0,3,96.0,1.0,105.01,2024-11-04 08:08:11
78.62,1,Oklahoma City,1,32.0,0,52.0,1.0,1360.85,2024-11-04 08:08:12
333.97,1,Fresno,1,52.0,0,45.0,1.0,5237.36,2024-11-04 08:11:48
30.87,1,Fresno,0,33.0,0,295.0,1.0,14348.65,2024-11-04 08:10:43
710.43,1,San Diego,2,67.0,2,115.0,1.0,5625.55,2024-11-04 08:08:42
220.23,1,Milwaukee,0,41.0,1,48.0,1.0,3438.02,2024-11-04 08:06:33
27.28,1,Atlanta,0,29.0,0,96.0,1.0,10668.24,2024-11-04 08:09:42
101.52,1,Tucson,0,49.0,1,98.0,1.0,2018.9,2024-11-04 08:08:38
162.65,1,New York,0,59.0,1,147.0,1.0,9500.95,2024-11-04 08:11:20
10.52,1,Kansas City,0,55.0,2,30.0,1.0,2472.99,2024-11-04 08:11:06
270.72,1,Los Angeles,1,38.0,0,37.0,1.0,6522.47,2024-11-04 08:12:10
247.58,1,San Antonio,0,39.0,1,152.0,1.0,778.74,2024-11-04 08:07:18
359.65,0,Jacksonville,2,25.0,3,289.0,1.0,219.53,2024-11-04 08:09:04
109.91,1,Seattle,1,38.0,0,90.0,1.0,12896.06,2024-11-04 08:10:57
215.72,0,Columbus,1,30.0,1,137.0,1.0,8697.11,2024-11-04 08:11:54
224.28,1,Chicago,2,64.0,2,68.0,1.0,5767.51,2024-11-04 08:10:52
608.79,1,Fort Worth,2,55.0,1,157.0,1.0,2991.17,2024-11-04 08:12:18
840.16,0,Colorado Springs,1,20.0,3,68.0,1.0,1236.76,2024-11-04 08:12:12
203.34,1,Phoenix,0,60.0,0,66.0,1.0,13586.99,2024-11-04 08:09:43
90.88,1,Colorado Springs,0,26.0,1,284.0,1.0,7117.35,2024-11-04 08:10:50
60.11,0,Albuquerque,1,61.0,2,122.0,1.0,7235.87,2024-11-04 08:08:09
393.92,1,Memphis,1,72.0,2,47.0,1.0,7318.64,2024-11-04 08:12:07
19.39,1,Colorado Springs,0,43.0,0,45.0,1.0,9847.6,2024-11-04 08:11:24
557.41,0,Washington,2,80.0,2,49.0,1.0,2968.75,2024-11-04 08:09:54
57.07,0,Boston,2,31.0,0,99.0,1.0,9323.71,2024-11-04 08:11:35
395.27,0,Miami,2,18.0,3,167.0,1.0,1764.08,2024-11-04 08:08:21
289.05,1,New York,0,75.0,2,116.0,1.0,5683.49,2024-11-04 08:11:58
46.11,1,San Francisco,2,33.0,0,233.0,1.0,5225.73,2024-11-04 08:10:44
335.5,1,Sacramento,0,63.0,2,47.0,1.0,6445.4,2024-11-04 08:12:23
388.07,1,Seattle,2,24.0,3,68.0,1.0,289.71,2024-11-04 08:10:37
520.86,0,Sacramento,2,51.0,1,66.0,1.0,9200.74,2024-11-04 08:08:47
787.41,1,Memphis,2,25.0,3,39.0,1.0,300.87,2024-11-04 08:06:44
31.7,0,Raleigh,0,48.0,0,121.0,1.0,743.9,2024-11-04 08:08:02
22.3,1,Philadelphia,0,21.0,3,90.0,1.0,1200.35,2024-11-04 08:12:18
203.12,1,San Jose,0,56.0,2,181.0,1.0,1562.39,2024-11-04 08:09:15
315.94,0,Raleigh,1,49.0,0,172.0,1.0,7719.71,2024-11-04 08:12:09
192.23,1,Albuquerque,2,54.0,1,39.0,3.0,2610.67,2024-11-04 08:06:41
1510.71,1,Oklahoma City,2,66.0,2,51.0,1.0,2060.02,2024-11-04 08:09:11
0.26,1,Oklahoma City,2,20.0,3,173.0,1.0,1833.67,2024-11-04 08:07:45
210.77,1,Mesa,0,71.0,2,161.0,1.0,5396.65,2024-11-04 08:11:21
406.65,1,Mesa,0,57.0,0,107.0,1.0,12995.7,2024-11-04 08:11:01
422.9,1,Tucson,0,40.0,1,111.0,1.0,7616.43,2024-11-04 08:10:52
20.62,0,Philadelphia,0,35.0,0,225.0,1.0,12500.8,2024-11-04 08:08:49
174.39,1,San Francisco,0,19.0,3,36.0,1.0,1127.08,2024-11-04 08:11:01
54.85,0,San Francisco,1,58.0,2,40.0,1.0,2727.45,2024-11-04 08:09:36
204.7,1,Oklahoma City,1,49.0,0,95.0,5.0,5117.03,2024-11-04 08:10:26
16.55,1,Tucson,1,26.0,1,159.0,1.0,6089.79,2024-11-04 08:08:11
91.32,1,Milwaukee,1,58.0,1,77.0,1.0,2618.1,2024-11-04 08:08:22
49.62,1,Portland,0,55.0,1,111.0,1.0,3841.42,2024-11-04 08:07:23
487.16,0,Los Angeles,1,28.0,3,84.0,1.0,321.21,2024-11-04 08:12:22
405.6,1,Tucson,2,37.0,1,44.0,1.0,9754.73,2024-11-04 08:09:24
512.95,1,Columbus,1,57.0,1,143.0,1.0,9584.52,2024-11-04 08:10:05
345.94,1,Portland,0,31.0,0,163.0,1.0,7624.56,2024-11-04 08:11:40
356.56,1,New York,2,47.0,1,52.0,1.0,2485.73,2024-11-04 08:11:57
10.31,1,Louisville,2,36.0,1,280.0,1.0,2137.9,2024-11-04 08:11:14
211.69,1,Atlanta,1,30.0,0,111.0,1.0,6412.85,2024-11-04 08:07:50
221.49,0,Oklahoma City,1,23.0,3,196.0,1.0,707.25,2024-11-04 08:11:50
116.88,1,Memphis,0,45.0,0,263.0,1.0,7717.34,2024-11-04 08:10:02
328.77,0,San Diego,2,39.0,0,247.0,1.0,6967.03,2024-11-04 08:09:57
77.53,1,Louisville,1,54.0,2,55.0,1.0,5158.6,2024-11-04 08:07:12
421.74,1,San Jose,2,67.0,0,103.0,1.0,12031.14,2024-11-04 08:10:18
313.69,1,Oklahoma City,1,73.0,2,152.0,1.0,7093.68,2024-11-04 08:10:23
411.72,1,Washington,1,29.0,0,153.0,1.0,8539.86,2024-11-04 08:11:43
508.73,1,Chicago,1,59.0,2,89.0,1.0,7640.57,2024-11-04 08:09:07
153.08,1,Omaha,0,24.0,3,201.0,1.0,1292.21,2024-11-04 08:09:29
23.01,1,Las Vegas,1,63.0,2,166.0,1.0,5958.75,2024-11-04 08:09:14
69.28,1,Los Angeles,2,25.0,3,129.0,1.0,708.74,2024-11-04 08:11:01
51.25,0,Austin,1,28.0,3,66.0,1.0,1744.4,2024-11-04 08:11:52
407.65,1,Denver,0,25.0,3,263.0,1.0,273.78,2024-11-04 08:08:37
459.25,1,Tucson,1,25.0,3,59.0,1.0,130.76,2024-11-04 08:11:47
301.56,1,Seattle,1,49.0,0,118.0,1.0,10389.6,2024-11-04 08:10:23
17.67,1,San Diego,2,63.0,0,91.0,1.0,1048.18,2024-11-04 08:10:55
5.29,0,San Francisco,2,32.0,0,132.0,1.0,12896.68,2024-11-04 08:11:04
401.37,1,Los Angeles,1,43.0,1,251.0,1.0,8208.54,2024-11-04 08:11:41
145.4,1,Tucson,2,38.0,1,24.0,1.0,5244.49,2024-11-04 08:09:52
34.31,1,Philadelphia,0,24.0,3,251.0,1.0,1484.76,2024-11-04 08:11:26
780.59,0,Tucson,2,23.0,3,145.0,1.0,6513.34,2024-11-04 08:07:01
282.65,1,Fort Worth,0,35.0,0,161.0,1.0,13801.15,2024-11-04 08:08:51
305.27,1,Las Vegas,2,68.0,0,147.0,1.0,12958.65,2024-11-04 08:09:31
185.81,1,Austin,2,32.0,0,116.0,1.0,9588.71,2024-11-04 08:10:15
447.95,1,Tucson,1,29.0,1,75.0,1.0,7544.4,2024-11-04 08:09:20
279.3,1,Oklahoma City,0,19.0,3,48.0,1.0,1193.61,2024-11-04 08:07:20
611.15,1,Detroit,0,27.0,3,121.0,1.0,892.83,2024-11-04 08:09:23
275.2,1,New York,2,54.0,1,81.0,1.0,1230.12,2024-11-04 08:09:50
427.79,1,San Jose,1,18.0,3,189.0,1.0,1479.67,2024-11-04 08:08:54
102.81,1,Seattle,1,76.0,2,47.0,1.0,3228.87,2024-11-04 08:08:07
22.61,1,Seattle,2,19.0,3,145.0,1.0,1111.67,2024-11-04 08:06:47
68.28,1,Boston,2,56.0,1,293.0,1.0,3213.16,2024-11-04 08:08:24
33.65,0,New York,2,63.0,0,146.0,1.0,12719.93,2024-11-04 08:07:24
362.68,0,Miami,0,63.0,2,137.0,1.0,2040.77,2024-11-04 08:06:30
73.23,1,San Francisco,1,20.0,3,172.0,1.0,1309.85,2024-11-04 08:12:22
654.49,0,Austin,2,25.0,3,104.0,1.0,164.61,2024-11-04 08:08:39
18.56,0,Memphis,1,49.0,1,161.0,1.0,4230.37,2024-11-04 08:07:40
389.05,1,Dallas,0,27.0,3,41.0,1.0,761.0,2024-11-04 08:11:28
66.91,1,Seattle,0,39.0,0,85.0,1.0,871.1,2024-11-04 08:10:19
335.48,1,Oklahoma City,1,45.0,1,155.0,1.0,3023.16,2024-11-04 08:06:45
38.14,1,Albuquerque,2,19.0,3,174.0,1.0,1119.21,2024-11-04 08:09:59
1076.98,1,Detroit,1,60.0,0,173.0,1.0,11833.73,2024-11-04 08:09:33
360.02,1,Dallas,2,68.0,2,68.0,1.0,6400.59,2024-11-04 08:08:53
567.71,1,Memphis,2,63.0,0,80.0,1.0,13884.24,2024-11-04 08:10:40
218.19,1,Austin,0,19.0,3,185.0,1.0,620.83,2024-11-04 08:10:27
209.99,1,Denver,0,19.0,3,40.0,1.0,1938.01,2024-11-04 08:11:39
11.02,1,Tucson,1,19.0,3,280.0,1.0,964.79,2024-11-04 08:06:56
83.43,1,New York,2,56.0,2,109.0,1.0,1870.16,2024-11-04 08:11:40
344.97,1,Austin,2,34.0,0,106.0,1.0,5577.94,2024-11-04 08:09:39
172.29,1,El Paso,0,36.0,1,283.0,1.0,8700.8,2024-11-04 08:08:42
